author_id,product_id
26874,78015053
854587,161008715
177365,4219547
740147,135754583
2272763,63473605
4349,194205624
460157,207301603
7515909,196283480
14989,209388639
3840,69644748
154493,1208799
150,73125814
4107,271916321
864657,271249648
26768,270529639
51831,21367457
4064677,69764541
51068,55286404
16357,180226005
13024,199039045
8095427,214160510
156673,6669495
4406,103550551
19331,560425
330521,193209991
12421,52805060
24945,52785564
11660,100931418
7998741,207256575
19787,196201375
173179,93734071
186821,34754172
3322,187827438
33451,50339399
4525473,78598381
7949577,205574133
143602,186106748
8084327,213704979
482225,23416722
74621,41299108
5683,75996785
22477,252865776
193753,271455705
63949,11368983
158777,143185998
7392319,190242072
8192981,262783937
4072,170345818
186821,2455543
45799,101801426
74621,262301191
4043,400013
215805,187933654
16381,77109209
19092,59107043
19009,197263858
26683,198858935
4161,187827445
5338649,154245459
48729,155550591
159415,1476937
546085,214497210
229445,145641462
4289061,200780130
8203616,271087665
4367,1670619
12361,110696108
5194469,198208141
7818723,198342218
458811,100958457
8136,241667922
930709,58947645
4957775,200779122
146329,249876840
18838,11306515
1629,143226162
174727,15686459
4002661,253099484
8043689,207754094
10277,170490710
8200799,270735743
5199759,126474205
8208180,272000019
434007,148068401
17574,271366763
14640,153518797
5179473,121635152
295969,3233287
11653,132355750
3974,16440471
4676101,270677758
428273,190705657
45726,117254517
74621,248446185
18913,270119839
8205895,271414256
8045769,207841177
64001,540284
8204937,271790559
483561,270114030
5051209,112331975
188189,271394394
162157,181379287
46005,164336673
4043,51491977
13531,13419678
3840,249019417
8159461,242424688
170149,45321594
934843,59305983
532619,32219488
8176749,272107823
5404513,272111575
4299471,74362508
8201305,270656838
25052,114578905
153340,995310
64975,244168841
860405,271537827
4107,272151546
8208553,272111568
7378949,189326210
50198,67712912
4863,109135940
196727,78290763
74270,52004412
198207,271518931
7367645,187338036
935759,153521878
3322,245787155
7900395,204078065
15010,195801645
145291,1525327
5051209,142002256
13778,49884647
8095429,214160516
143615,173745187
45742,143185998
10053,111290700
45726,3737963
4476,11189120
8205894,271414259
459123,249157126
5643139,170298040
153182,253366264
173737,175798778
5008765,109018530
7873467,201687557
175517,189572586
4,163577974
52424,170708219
10095,112825941
155630,48399097
53731,108715084
296,199969254
20346,191413501
34445,2172771
847151,249854960
429057,106365087
8202517,270850461
50765,271219230
64134,270734436
3813847,270751051
16485,58547334
146061,263970140
4877707,101787132
5582275,167940010
34089,113655308
429319,72459686
709597,214201083
133,111285054
46673,181379111
4406,248755029
8204937,271278938
847533,55506686
930707,58947645
3322,111537683
180773,185027506
4443543,76282196
3673,128649312
7988715,271493960
13739,262590428
8164585,254085705
7417135,270464655
160705,95218451
2272635,263419926
7514021,196142087
5632865,263514098
8195757,271626743
4519061,77900446
7900399,271317249
25722,270848402
158775,269947013
185973,198573178
8201751,270735741
865749,57325187
10081,15267827
936625,59402598
63949,540040
17633,257835603
5697025,263401195
63896,107802183
4406,3304875
952,8886001
26063,254132152
7807855,197587865
5230849,137241901
7142,54266567
3989747,68437863
162155,181379287
4259659,73316977
20536,213701365
363,14136016
47517,470649
532617,32219488
8167383,271966497
15177,179063564
169053,140635217
4545457,106996540
9701,120509490
5568445,167210783
4107,970417
857385,71957695
458257,173477523
665465,110448022
205513,58947645
354455,13454614
7818723,198342230
5229341,136941173
4289063,252102669
8051677,270735755
5683,75996787
1679,252044264
1214387,60692102
8199807,270167976
13036,212213035
12983,267179149
8103855,215141293
25743,57647476
16330,2987219
4414,197588247
79702,205942263
4548889,80628929
15177,111582631
291483,195291930
8093439,214075599
4,1080002
172595,10095276
172169,12138656
3640,205010302
5314,130233544
20569,56218385
155657,4941511
10074,626886
8205376,271317294
8045771,207841114
13380,57211757
12355,3608621
7818473,198296788
519547,170708233
147460,138107485
3407,77982982
79888,3071853
4107,186290802
4043,50070695
153583,193441028
2272671,263419926
4715003,91553053
243243,76737958
8173861,249876839
4107,31509726
459455,171212880
633535,177569697
26768,207752597
284125,270790484
154103,153045603
5700097,173477523
212495,9806652
52495,567897
8194429,271144904
25539,207841197
4521361,92165038
434007,148073484
4545457,258848482
41421,72744612
48874,92859060
116,189336449
111673,109765020
893381,58695343
431815,104651900
14863,248650698
20085,568147
359093,86517373
153344,995310
13256,195545515
733533,195954729
52301,206837303
9345,165956562
18713,91947575
5725911,175798778
323279,271021992
74621,142002263
4807,10920495
63949,241748808
8202516,270850452
12361,139979524
373,270734386
715399,271317282
663937,261989315
9878,270660910
3322,243006527
13152,648672
149462,161903427
305,73207098
146329,243006533
46005,263515813
12361,67040880
223301,195801692
32801,193590152
8115769,217320666
567019,207035103
7834521,262871376
511,57762732
8170123,270768954
160697,106185389
25951,161256048
8195759,270504775
64050,188548575
4852341,100347907
5229339,136941173
48870,50440386
700925,73207240
512,41299102
5374107,157054867
5159,73531898
5338645,154245459
4856787,100947276
20667,81323246
4693033,191413501
48874,100347901
17575,45663008
14023,54003813
4822349,198197156
371181,14378800
458811,95218447
510307,27582931
4104543,193209991
14879,214186189
10891,135552451
4259501,270990935
12983,447164
7291777,186591873
685189,48592472
20551,140416373
48547,184236581
312479,271021992
4043,3078021
439135,81506527
436183,181122317
112962,204895997
34089,113656455
48294,178032049
3673,8306454
53135,207217783
34405,251547350
286333,75813201
177689,75615273
20195,116158321
5283943,146988857
5725907,175798778
558535,199692508
155788,76014598
13992,186286187
3423,870619
7985989,206837303
3842,249875150
8183679,253642361
5385915,160082482
8172321,271317270
8136,196005879
74621,129937246
212495,165089915
14159,87391039
3971689,146988856
4274,1565657
12005,214186194
693869,160759005
8191061,271493960
113830,155463014
53619,3137665
18499,121185868
74621,260811707
53135,162181800
364603,14044905
4247149,72882553
4043,536428
7400799,270977373
3840,63587072
17698,109505039
111829,263166362
10081,262590359
53774,85396163
4289,194960744
601101,206491191
16330,2987221
206557,3644267
8204769,271253937
8103853,215141307
133,191089542
14353,143675074
10510,199927557
51663,165150427
5319,43859629
33276,270850449
8158509,241821152
4642429,156234331
14170,48629547
7834519,262871376
48124,27594632
8167397,247858753
12355,3608623
18838,267215205
7487181,271218682
5051199,142002266
32676,247858749
710531,87226754
271911,170490710
8201752,270735745
152332,53452969
286057,160262893
10242,24263975
5374105,157054867
4021939,69162891
4289063,251577060
4545457,195993441
295,194959694
11658,100931418
18098,34340291
113334,129381098
371179,14378800
9701,77225336
19009,262846077
445033,262477186
52691,188535328
5127,15180358
32933,193209991
4063685,263392525
144153,198296788
363,99513994
147533,50246205
4107,272151658
14956,33589377
74283,85923342
525171,72542509
4407,109765020
107079,847682
158775,143185998
20351,185909452
173179,11508322
79702,96616370
7905577,204875004
515413,47342678
6837,247858749
8194361,270850463
545903,248446185
4271011,73553829
694927,176550321
13457,253284506
8193663,262875359
10462,199177643
4973519,173748415
4401433,161426354
8131443,243034098
472537,90887853
32676,59043893
11708,626832
5266717,271121226
153407,248755023
243,168234714
868859,106188453
4024909,174605333
416395,260803561
21877,270659974
568121,36854641
693869,80657321
746611,52335946
53774,3954355
168005,193441028
5632865,174267565
8203128,270977375
19185,263500714
7980215,205942263
111010,152740748
20351,185909442
460157,195187480
3322,186290800
7380767,189643105
879555,58213080
4271,165992295
152777,85923518
10866,8306454
431623,53532186
742,181122315
4205203,71149569
8176967,252011890
186259,2429811
4523,11371249
4427159,75630595
8207840,271950431
79984,562547
682453,48363463
440021,249374002
26874,57815506
85288,193895767
13992,177637709
864691,194179642
4431865,75953557
110474,170490710
5258731,271759937
4783431,95311763
8116167,216215457
9173,74983594
10466,13828946
927053,58732189
4820385,97594364
12361,59362973
74621,271288184
3997289,68585576
10849,56095758
19283,50475521
152212,34271371
8185337,255395241
5200437,126743464
541013,33543679
4107,347334
149556,198342231
25752,271317431
4343,207968701
709597,216408590
34089,113655001
164739,124767712
625775,44433397
5064,56305504
8201305,271394412
4225365,252044267
8200854,270494644
13766,181915305
4289061,251577060
14170,262733314
8170123,248930292
25918,112332742
3693,106149744
5683,75996801
4187575,69978860
5283931,171556602
286323,12138656
12042,194960730
13033,206676975
4523,8021467
4630685,120790288
228491,5808805
158777,263068035
10151,58543601
3840,248619211
160697,106318762
5643137,170298040
153407,38436486
4107,209891492
6507,219148748
4406,14053724
288717,750578
3789237,66510850
74621,262434068
463875,54694180
19910,222679652
5321,117238177
311285,58810060
165891,191683528
7376679,188940817
13575,214611399
13863,58067801
17709,270703327
4545457,152743069
4876221,143217512
5265149,270874599
19542,270790484
8207116,271626742
50551,195968569
689081,49249526
303,92096344
8115975,216090597
12958,146225297
8206767,271538442
16330,2987223
8192203,262663938
133,555504
17245,20520720
50198,67060012
5158735,261840611
4612375,82996518
930705,58947645
152332,1926761
4161,195801673
3974,153518828
5683,75996781
26874,213987608
5051203,142002266
7309805,184466860
3673,212213039
5703503,173745189
16485,157432544
19615,70743650
4225365,271126639
8190019,261993080
737139,271360741
363661,192125793
4289063,242770600
3840,126743459
4545457,246772843
4205201,71149569
47492,1645715
301245,206840682
296,68570324
19318,270234757
4807,10640993
4043,73125816
20806,8835165
789253,114228620
626417,130996082
5385921,160081252
15177,84565498
21224,263052450
301245,145288026
12266,8885995
144407,204806201
532575,270880693
501875,206491167
458257,198342231
5945,50246205
7900123,204051994
8074573,271287784
159415,147988216
175667,67835584
45742,263068035
3840,100321478
165749,156224977
4406,103379147
13778,10731224
7843713,200617420
20024,21129054
4043,55071991
7815823,198198474
8205824,271394414
8071101,210766013
159417,1476937
6630,210277362
4273811,176824204
8204591,271759937
4295101,74217686
13992,205581885
27858,145093412
436305,120150394
1646,4780917
293219,103640412
22477,12048977
153407,58339990
433533,162844699
74621,56878836
64143,253656612
4067,263970140
13256,184226848
27651,417783
53764,160488838
545903,248264491
232165,117681065
568117,271959273
5497,193640490
9173,52789367
431065,178294073
12350,67991602
327129,246052640
26063,53434797
4406,251395989
8151151,247843970
20955,270703327
32565,195797761
217399,95218547
17251,263336471
8203335,271005446
864657,262405490
4043,145977554
211811,158019962
433787,105663942
304365,271278938
229163,9806652
4630561,120790288
17574,242085592
4107,72202103
18331,248650685
12958,138143167
363,260810302
153344,13290131
12419,270847918
8183675,253642364
48124,19884589
172169,271826766
12983,267179139
4612373,82996518
47517,470652
4107,161383826
149125,8886007
638625,76776245
145291,171549938
459021,79672197
7142,261832797
7845401,200779122
4107,272162849
149732,153045603
305,270660514
164739,167301575
312479,111285050
4289061,242770600
441711,32415084
4107,48629535
10459,114275076
5313439,271626743
15049,17336360
305,50322710
3322,187827433
5283935,146988857
7417895,192048661
34089,113655533
17569,161930883
63949,11368965
4406,17336364
5287,79672197
3840,253058424
4107,186290792
19615,58627102
112686,271366760
4063685,142002260
10247,215123449
276355,180851000
177367,67835584
7510277,253213647
19001,193988316
6264687,176909221
8205823,271394397
4523,19792256
7426883,192475873
107036,186088881
26768,32490132
363661,192125792
8208002,271966505
65037,195545266
7817025,198208141
175969,124767703
5259843,143226165
113661,190238356
8177119,252044628
172017,199177643
18747,173745187
4058571,69624539
154243,83162438
3840,173515982
63949,544731
144153,202429194
8164585,271782877
6971,114046590
361749,210277396
153182,242086775
22477,249025956
10462,15265240
707379,271387000
13419,161903427
10849,14455524
27651,2071485
428259,212992705
4289061,252102669
8074573,271478388
8195949,263389173
169209,184781427
17348,53292785
8204637,271223705
7515907,196283480
184,210277362
4406,271950433
1501,129381098
372169,14455524
3842,20271894
217397,95218547
133,23609962
8195697,263336124
13863,160375101
177689,72667834
24945,205148094
24766,9687409
693869,55605170
211809,158019962
4107,7369223
1629,70637402
48137,3048355
8208179,272000031
135,214186191
1339,189336449
1214367,60692102
4295107,262434322
457199,270832320
709597,271696319
